content	NCRsurprise	SSPOL	OPW	BLNW	ONW	BLPW	NCRanticipation	APO	NRCHASHNEG	S140LEXPOS	ANE	avgNeg	SWP	NCRjoy	SWN	s140	NCRsadness	NCRnegative	NCRpositive	SSN	S140LEXNEG	avgPos	NCRdisgust	NCRanger	NRCHASHPOS	NCRtrust	NCRfear	SSP	SNpos	SNneg	SNpleas	SNatten	SNsensi	SNapt
Wanna help us with tomorrow's bake sale? Here're the details: http://trunc.it/55kni Thank you!	0	positive	2	0	0	1	1	4	-1.729	5.211	0	1	0.0625	0	-0.0451049805	neutral	0	0	0	-1	-1.309	3	0	0	3.529	0	0	2	1.635	0	1.887	1.027	-0.084	2.073
I'm at ????. http://4sq.com/62t8Hr	0	neutral	0	0	0	0	0	0	-0.172	0	0	1	0	0	-0.03125	neutral	0	0	0	-1	-0.6	1	0	0	0.161	0	0	1	0	0	0	0	0	0
have another step to being capable fans down  blog created. http://jrcelski.blogspot.com/ - It is a very very nice place of happiness.	0	positive	3	0	1	4	1	7	-1.329	5.99	0	1	0.8915085939	1	-0.7650785446	positive	0	0	1	-1	-1.676	3	0	0	4.946	0	0	3	0.529	-0.344	-0.847	1.171	-1.038	1.227
@justinbieber cuz this life's too long and this love's too strong. So baby know for sure  that I'll never let you go (:	0	positive	3	0	3	2	1	5	-3.946	2.952	0	1	0.9035720792	2	-0.6405029297	neutral	0	0	2	-1	-4.453	3	0	0	3.745	0	0	3	0.672	-0.133	-0.276	1.122	-0.406	1.254
http://twitpic.com/12z4lh	0	neutral	0	0	0	0	0	0	0	0	0	1	0	0	0	neutral	0	0	0	-1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
@ItsMeMaven Hee! Nah  since my RNY one glass of wine = OMG I'M GONNA TAKE MY SHIRT OFF & DANCE!	0	positive	1	0	0	0	0	0	-1.551	4.977	0	1	0.1455087662	1	-0.4516601563	positive	0	0	1	-1	-2.231	2	0	0	7.188	1	0	2	0.168	0	-0.044	0.343	-0.105	0.516
I'm always gonna be here so get use to tha face :)!!!	0	positive	0	0	0	0	0	0	-1.643	1.9	0	1	0.0803565988	0	-0.0986366272	neutral	0	0	0	-1	-1.503	4	0	0	0.774	0	0	2	0.415	0	0.099	-0.178	-0.428	0.963
Petropavlovsk names Dr Graham Birch as non-executive director: AHe was manager of BlackRock's ... http://bit.ly/cWCgz0 - http://bit.ly/9BQr	0	neutral	0	0	0	0	0	0	-1.387	3.475	0	1	0.0625	0	-0.0625	neutral	0	1	1	-1	-1.328	1	1	1	2.778	1	1	1	0.028	0	0.043	-0.04	0	0
I posted 12 photos on Facebook in the album NNG Pix http://bit.ly/8Ze5ub	0	neutral	0	0	0	0	0	0	-1.851	2.896	0	1	0.03125	0	-0.03125	neutral	0	0	0	-1	-0.724	1	0	0	2.625	0	0	1	0.158	0	0.075	0.161	0	0.238
RT @BiebsBestBabes: Everyone seems to be unfollowing EVERYONE except for celebs and friends.	0	neutral	1	0	0	0	0	0	-3.677	2.512	0	1	1.220703125E-4	0	0	neutral	0	0	0	-1	-1.82	1	0	0	0.628	0	0	1	0.543	-0.025	0.089	0.776	-0.355	1.029
RT @martinajoseph 5000th Tweet Soon! <-- Just About Half Way Towards Reaching My Standards!:)	0	positive	1	0	0	0	0	1	-2.339	3.886	0	1	0.1755371094	0	-0.1484375	positive	0	0	0	-1	-0.748	2	0	0	1.191	0	0	2	0.429	0	0.016	0.66	-0.44	1.05
athomeintexas 2.12.10.wmv: http://athomeintexas.com ? Review of changes to website. How did removing flash and add... http://bit.ly/crmDTZ	0	neutral	0	0	1	0	0	0	-1.549	2.458	0	1	0.2595882416	0	0	neutral	0	0	0	-1	-1.116	1	0	0	1.851	0	0	1	0.22	0	-0.036	0.403	-0.222	0.513
@MissKellyO that tweet came from the heart and was perfectly spelt. Or should that be spelled? Respect for the realness and unbridled diss.	1	positive	3	1	0	2	2	3	-7.09	4.433	0	2	0.9639892578	1	-0.75	positive	0	1	2	-1	-0.679	2	0	1	8.065	1	1	3	0.972	0	0.573	1.48	-0.724	1.586
RT @gigAnit: tease a http://myloc.me/3MygW	0	negative	0	1	1	0	1	0	-0.032	0.749	0	1	0.2185058594	0	-0.0625	neutral	1	1	0	-3	-0.165	1	0	1	0.169	0	0	1	0	-0.56	-0.964	0	0	-0.715
RT @BBCClick: What internet browser will you pick  and why  when Microsoft gives users the choice from March? Send us your views... http://bit.ly/azAI8Y	0	neutral	1	0	0	0	0	0	-4.677	4.897	0	1	0.14453125	0	-0.3444824219	neutral	0	0	3	-1	-2.694	1	0	0	2.393	0	0	1	1.041	0	-0.094	1.771	-0.824	2.204
@bzygo What  You've Got Mail? IDK. That's a little before my time...most Meg Ryan movies are the same  but they're guilty pleasures.	0	negative	0	1	2	0	1	0	-4.997	3.712	-3	2	0	0	-0.5405273438	neutral	1	1	0	-4	-2.915	2	0	1	3.154	0	0	3	0.522	-0.666	-0.921	0.642	-0.361	0.201
3 picks today are - Crispy Breast of Lamb  Apple and spice red cabbage  Garlic and Thyme Potatoes  Pan Juice ?11.95	0	neutral	0	1	1	0	0	0	-0.772	4.743	0	1	0.328125	1	-0.193359375	neutral	0	0	2	-1	-0.639	1	0	0	11.994	1	0	1	0.257	0	0.057	0.226	-0.177	0.489
Had been to office today  feeling sleepy now...	1	neutral	0	0	0	0	1	1	-0.556	0	0	2	0.078125	1	-0.01953125	negative	1	1	1	-1	-3.193	1	1	1	1.305	1	1	1	0.116	-0.03	0.167	-0.062	-0.182	0.038
http://ping.fm/p/LbFvn - My Macbook Pro lid - now with @wrox and @sqlagentman stickers.	0	neutral	1	0	0	0	0	0	-2.282	2.419	0	1	0	0	-0.06640625	positive	0	0	0	-1	-2.172	1	0	0	2.258	0	0	1	0.476	0	0.125	0.684	-0.179	0.908
#7: Vidpro Gripster Flexible Camera Tripod for Compact Digital Cameras  GP-10 http://tinyurl.com/ybwycww	0	neutral	2	0	0	2	0	0	0	1.382	0	1	0.2038574219	0	0	neutral	0	0	0	-1	-0.995	1	0	0	4.055	1	0	1	0.216	0	0	0.285	0.041	0.403
Today's New Moon gives the current pile-up of planets in your ... More for Leo http://twittascope.com/twittascope/?sign=5	0	neutral	0	0	1	0	0	0	-0.742	4.851	0	1	0.1539306641	0	-0.0927734375	neutral	0	0	0	-1	-0.283	1	0	0	4.768	0	0	1	0.413	0	0.143	0.388	-0.09	0.679
aww elvin ng's so cute w the pink pants and the lalala dance steps! :D	0	positive	2	0	0	1	0	2	-0.034	4.221	0	1	0.5625	1	-0.064453125	positive	0	0	2	-1	-0.838	3	0	0	2.918	1	0	2	0.704	0	0.979	0.069	-0.062	1.172
time to say goodbye	0	neutral	0	0	0	0	1	0	-1.111	0.499	0	2	0.0081176758	0	0	negative	0	0	0	-1	-1.544	1	0	0	0.088	0	0	1	0	-0.034	-0.028	0	-0.193	0.119
@BrunaCoradini so do you speak very well  don't you use the google translate yeah? I wanna someone to practice...	0	positive	1	0	0	1	0	1	-6.295	3.494	0	1	0.6190111656	0	-0.3436813354	neutral	0	0	1	-1	-2.375	3	0	0	1.441	0	0	3	1.022	0	0.714	1.161	-0.153	1.345
just voted joe jonas on who is the cutest guy in disney channel? vote too ? http://bit.ly/b5Jl28	1	positive	1	0	1	0	1	0	-2.56	4.984	0	1	0.2666015625	1	-0.0625	positive	1	1	1	-1	-0.485	2	0	1	3.026	1	0	2	0.608	-0.057	0.114	1.123	-0.587	1.003
@technofreak9 install it on a flash drive and boot through the USB. flash the bios to an english one. What is the make of the PC? Board?	0	neutral	1	0	2	0	2	0	-0.97	0.781	0	1	0.7170525491	0	-0.1884765625	neutral	0	0	0	-1	-4.962	1	0	0	3.908	0	0	1	0.586	0	0.306	0.792	-0.243	0.9
RT @Regev_Porat: Martin Heidegger: thinking the unthinkable - BBC's Human  All Too Human series http://tinyurl.com/yc6onwn	0	neutral	0	1	2	0	0	0	-3.343	2.72	0	1	0.53125	0	-0.6875	neutral	0	1	0	-1	-0.341	1	1	1	1.312	1	1	1	0.347	0	-0.014	0.566	-0.172	0.663
@cake_slave fair enough. I can't predict it anyway haha. How far are you?	0	positive	1	0	0	2	1	5	-3.253	2.176	0	2	0.1030273438	0	-0.0756759644	neutral	0	0	1	-1	-1.746	2	0	0	0.685	0	0	2	0.112	0	0.12	0.165	0.023	0.254
QUOTE: Survival and profit are fine  but if you http://j.mp/cz6d5T	1	positive	2	0	1	2	1	2	-1.695	4.278	0	1	0.3693847656	0	0	neutral	0	1	1	-1	-0.509	2	0	0	1.421	0	0	3	0.576	0	0.143	1.225	-0.604	0.963
So today is the chinese new year and valentine's day at the same time  huh? What would I wear to celebrate both? pink barongsai costume? ;p	0	neutral	1	0	0	1	1	3	-2.577	3.969	0	1	0.3172607422	0	-0.1662597656	positive	0	1	0	-1	-1.769	2	0	0	5.388	1	0	1	0.719	-0.081	0.557	0.543	-0.44	1.046
@msfob woo thers like random cartoon characters and kids :) are you pro at mando?	0	positive	3	0	1	2	0	5	-2.155	4.241	0	1	0.4926757813	0	0	positive	0	0	0	-1	-1.207	2	0	0	2.27	0	0	2	0.663	0	0.543	0.969	-0.671	1.144
@oylo_muychingon awh that sucks :( i'm currently working on my biol assignment  feel free to do it for me? Haha :D	0	negative	1	1	0	1	0	4	-3.544	2.154	-3	3	0.1189894676	0	-0.2187156677	negative	0	0	1	-2	-5.67	2	0	0	2.204	0	0	2	1.093	-0.028	0.676	1.417	-0.427	1.531
Fuel stop en route to Toronto for the weekend (@ Smokin' Joes) http://4sq.com/a5qumG	0	neutral	0	0	0	0	0	0	-0.995	0.821	-1	1	0	0	-0.0109853745	neutral	0	0	0	-1	-0.836	1	0	0	3.656	0	0	1	0.535	-0.023	0.024	1.113	-0.146	0.546
http://www.formspring.me/SirWysheidRoxx Ask Me Anything U Want	0	neutral	1	0	0	0	0	1	-2.003	0.948	0	1	0.001953125	0	-0.2514648438	neutral	0	0	0	-1	-1.399	1	0	0	0	0	0	1	0.277	0	0.166	0.431	-0.281	0.513
http://twitpic.com/130e7m -	0	neutral	0	0	0	0	0	0	0	0.573	0	1	0	0	0	neutral	0	0	0	-1	0	1	0	0	0.248	0	0	1	0	0	0	0	0	0
Couldn't stand the dirty house any longer  so husband (who's home every morning) is going to chess tourney while I stay home & clean.	0	neutral	2	1	1	1	0	2	-4.101	1.201	-2	3	0.2218933617	1	-0.7164306939	neutral	0	1	1	-1	-4.752	1	1	0	4.232	1	0	1	0.595	-0.683	0.031	1.009	0.556	0.056
Ask me anything http://formspring.me/actyree	0	neutral	0	0	0	0	0	0	-1.205	0.613	0	1	0.001953125	0	0	neutral	0	0	0	-1	-0.561	1	0	0	0	0	0	1	0.128	0	0.062	0.101	0	0.22
RT @Catherine747: ... the global heart is awakening  beating out the rhythm of a new and glorious dance  calling us to a better way of living ~ Anodea Judith	0	positive	4	0	0	2	0	4	-1.441	5.888	-1	1	0.8207702637	1	-0.3148841858	positive	1	1	2	-1	-0.942	3	0	1	8.644	1	1	2	1.352	0	1.379	1.101	-0.56	2.174
@joegilder sorry I missed the production club last night...work has been particularly unkind to my spare time this week.	0	negative	1	3	2	0	2	0	-2.748	1.23	-3	2	0.0393968821	0	-0.9924621582	negative	1	1	1	-3	-6.395	1	1	1	2.144	0	1	1	0.509	-0.588	-1.004	1.049	-0.962	0.648
? Coldcut - Return To Margin (Afterlife Mix) http://somafm.com #nowplaying	0	neutral	0	0	0	0	0	0	-0.721	1.017	0	1	0	0	-1.1920928955078125E-7	neutral	1	1	0	-1	-1.821	1	0	0	0.825	0	0	1	0.29	0	-0.055	0.597	-0.214	0.542
[New Post] Getting Rid of Wrinkles - http://toast.tw/100mee	0	neutral	0	1	1	0	0	0	-1.253	2.175	0	1	0.5758056641	0	-2.44140625E-4	neutral	0	0	0	-1	-0.942	1	0	0	1.932	0	0	1	0	0	0	0	0	0
http://twitpic.com/12w7zg - BITCHES DONT KNOW BOUT MY MILLENNIUM FALCON	0	negative	0	0	0	0	0	0	-3.33	2.325	-5	3	0.205871582	0	-0.03125	neutral	0	1	0	-2	-1.163	1	0	1	1.257	0	0	1	0	-0.07	-0.085	0	0	-0.126
Stupid Things to Try on Your Cell Phone! - http://goo.gl/fb/WHYH	0	negative	0	1	2	0	0	0	-2.282	2.28	-2	2	0.2072753906	0	-0.421875	neutral	0	1	0	-2	-3.178	1	0	0	0.697	0	0	2	0.167	-0.338	-0.143	0.241	0.771	0.567
@drewbrees I agree! Think you two top my list of people I'd love to meet one day!	0	positive	3	0	0	2	1	6	-2.97	4.929	0	1	0.5741653442	1	-0.0625038147	positive	0	0	3	-1	-1.481	3	0	0	3.889	1	0	3	0.764	0	0.685	0.633	0.196	1.172
@Glambr oooh are you coming to see me & @MAC_Gregory_A and @ricpipino at @alice_olivia?	0	neutral	0	0	0	0	1	0	-1.058	2.269	0	1	0.071838975	0	0	positive	0	0	0	-1	-0.523	1	0	0	1.503	0	0	1	0.144	0	0	0.213	-0.057	0.275
@JamesGang4lyf Yeah I totally agree too  and they both work so hard!!	0	positive	1	1	2	1	0	2	-2.307	2.206	-1	1	0.6152957308	0	-0.3393896222	negative	0	0	1	-1	-2.475	3	0	0	1.607	0	0	2	0.972	0	0.637	0.676	-0.149	1.749
Top o the morning... Off to Riveredge forsome Saturday skiing!!! Purdy day for it!	0	positive	1	0	0	1	1	2	-0.239	5.353	0	1	0.0634765625	0	-0.3540077209	positive	0	0	1	-1	-0.315	3	0	0	6.146	1	0	2	1.362	0	1.046	1.478	-0.119	1.681
Losing weight has nothing to do with starving or jogging!..http://bit.ly/8Ur89K	1	negative	0	1	1	0	1	0	-2.671	0.473	-5	1	0	1	-0.4069480896	negative	2	3	1	-3	-5.006	1	1	1	0.543	1	1	2	0.292	-0.06	-0.301	0.644	-0.315	0.665
Fuck My Life: OMFG Now I got hiccups!!!! #FML: OMFG Now I got hiccups!!!! #FML http://bit.ly/d4KbNY	0	negative	0	1	0	0	0	0	-2.618	3.715	-4	4	3.0517578125E-5	0	-0.0703125	neutral	0	0	0	-3	-11.02	1	0	0	3.775	0	0	2	0	-0.514	0	0	0.741	-0.8
#9: Winsome Spectrum L-Back Airlift Adjustable Swivel Stool  Faux Leather http://url4.eu/1OIHC	0	neutral	0	0	0	1	0	0	-0.283	0.189	0	1	1.0625	0	-0.81640625	neutral	0	0	0	-1	-1.233	1	0	0	2.269	0	0	1	0.146	0	0.116	0.105	0.01	0.124
I've got a feeling this is Mexico's year	1	neutral	0	0	0	0	1	1	-0.365	0.136	0	1	0	1	-0.109375	negative	1	1	1	-1	-2.118	2	1	1	0.577	1	1	1	0.069	0	0.102	0.144	-0.119	0.081
RT @THE_REAL_SHAQ: 2nd funniest guy in da nba. check it out http://bit.ly/arCFES	0	positive	0	0	0	0	0	0	-1.085	3.8	0	1	0.0932533749	0	-0.0023841858	neutral	0	0	0	-1	-0.213	2	0	0	0.777	0	0	2	0.194	0	0.018	0.406	-0.098	0.254
Look at my horse  my horse is amazing. Give it a lick it tastes just like raisins  by the stroke of its mane it turns into a plane.SINGALONG	0	positive	3	0	0	2	0	6	-4.213	3.561	0	1	1.031829834	0	-0.3910521326	positive	1	2	0	-1	-2.839	2	1	0	4.093	2	1	3	0.869	0	0.56	1.312	-0.837	1.568
#listeningto Wonderin' (featuring Matt Thiessen of Relient K) - TobyMac   if you love how beautiful fireflies voice   MT is the man!	0	positive	2	0	0	2	0	6	-1.619	7.815	0	1	1.0408935547	2	-0.25	positive	0	0	2	-1	-0.649	2	0	0	11.824	0	0	3	0.664	-0.06	0.514	0.364	-0.236	1.129
can't find my phone + it's not charged.. email/twtr/fb if you need me. time for a lowkey night w/@hilaryasmith. 7.5 miler @ 7 AM tom.. ahh!!	0	negative	0	0	0	0	1	0	-3.623	4.106	-3	2	0.1623535156	0	-0.9653196335	negative	0	0	0	-2	-5.72	1	0	0	5.398	0	0	2	0.461	0	-0.093	0.916	-0.561	1.158
RT @OMGIDoThisToo: When you sit on the ground  do you automatically start pulling out grass?	0	neutral	0	0	0	0	1	0	-1.82	2.175	0	1	0.21875	0	-0.4437525272	neutral	0	0	0	-1	-1.23	1	0	0	1.282	1	0	1	0.252	-0.065	-0.092	0.389	0.012	0.406
RT @FlexRadioSystem All other vendors have closed up shop  but still a crowd in FlexRadio booth #HamCation #hamr http://twitpic.com/132bv8	0	neutral	0	0	0	0	0	0	-1.188	1.955	0	1	0.4287109375	0	-0.8559579849	neutral	0	0	0	-1	-3.307	1	0	0	3.068	0	0	1	0.939	-0.024	0.611	1.604	-0.659	1.262
Q:If you could have been the author of any book  what would it have been?... A:THE 50 CENT BOOK http://formspring.me/Djzai09/q/164212714	0	neutral	0	0	0	0	0	0	-2.758	2.966	0	1	0.015625	0	-0.2489070892	neutral	0	0	1	-1	-2.022	1	0	0	1.534	1	0	1	0.479	0	0.087	0.841	-0.259	0.898
How to Make money Online At Home?? http://bit.ly/ajfztf	1	neutral	0	0	0	0	1	0	-2.469	0.198	0	1	0.2460937798	1	0	neutral	0	0	1	-1	-1.261	1	0	1	0.68	1	0	1	0.145	0	-0.012	0.374	-0.165	0.238
Want to improve your life? Ordain it by understanding the physics involved. Visit http://bit.ly/joedweb	0	positive	3	0	0	1	1	3	-1.048	2.556	0	1	0.5703430176	1	-0.5034179688	neutral	0	0	4	-1	-1.79	2	0	0	1.189	2	0	2	1.212	0	1.242	1.133	-0.318	1.459
RT @nadirachianti: RT @aliyajulyan: RT @jacklinevelina: Pleaseeeee  i want to be taller :( http://myloc.me/3MsZj	0	positive	1	0	0	0	0	1	-1.452	1.839	0	2	1.220703125E-4	0	-0.2827148438	neutral	0	0	0	-1	-1.909	1	0	0	0.319	0	0	3	0.307	0	0.133	0.533	-0.461	0.714
Lol that shit'll be crazy RT @antlindsey: @TheRyanHenry I'm putting it together in my head now. Ima hv you tat me on the stage @ONTOURAGE	0	negative	0	2	1	0	0	3	-4.74	2.76	-6	1	0.0489501693	0	-0.6201171875	positive	1	2	0	-2	-2.835	2	1	2	1.598	0	1	2	0.204	-0.151	0.052	0.156	-0.261	0.248
@ThemPRangers #rangerstagmein cause yall wit me everywhere ii go (only cause ii gotta skin of yall on my phone lol)	0	positive	0	0	0	0	0	3	-5.157	1.04	0	1	0.5319824796	0	-0.1796875	neutral	0	0	1	-1	-4.643	2	0	0	1.333	0	0	2	0.123	-0.076	-0.101	0.293	-0.291	0.316
i will forever miss the GREAT Alexander McQueen	0	positive	2	1	1	1	0	3	-0.811	3.163	-2	3	0.0703125	0	-0.0859375	neutral	0	0	0	-2	-2.478	3	0	0	2.757	0	0	3	1.101	-0.892	-0.109	1.167	0.554	0.478
Need more followers of your twitter account? Go here - http://cli.gs/JpVunR	0	neutral	0	0	0	0	0	0	-2.993	2.811	0	1	9.003263112390414E-4	0	-0.083984375	neutral	0	0	0	-1	-0.895	1	0	0	0.389	1	0	1	0.205	0	0.215	0.232	-0.474	0.524
@LondonDiva The same ones up in arms were probably shucking and jiving right along with Soulja Boy talking about Supermanning that hoe. Q	0	neutral	1	0	0	1	0	0	-4.99	2.087	0	1	0.1025390625	0	-0.150687512	neutral	0	1	0	-1	-1.444	1	1	0	2.29	0	0	1	1.756	-0.031	1.122	1.965	-0.5	2.585
@bsneed23 U off to Antarctica a.k.a. Dallas??	0	neutral	0	0	0	0	0	0	-0.677	1.261	0	1	0	0	-0.4790039063	neutral	0	0	0	-1	-1.377	1	0	0	1.646	0	0	1	0.11	0	0.034	0.189	-0.119	0.227
@griltig yeah google for sure now. Jus a lying cunt like the rest of em. Oh well. Will def try to make boots reunion. You going?x	0	negative	4	2	2	2	1	3	-4.028	4.384	-5	3	1.0690309709	0	-0.1484069824	positive	0	1	2	-5	-1.319	2	1	1	2.723	1	0	2	0.867	0	0.368	1.208	-0.51	1.456
RT @MARLONLWAYANS: #HowToBeAMan don't call a woman you had sex w/ ahoe. she gave your needy ass pussy. she's a HERO!<--lmao.	0	positive	0	1	1	0	1	0	-4.618	3.691	-6	2	0.203125	1	-0.6701303167	neutral	0	2	1	-2	-1.739	3	0	0	0.581	1	0	4	0.744	-0.055	1.089	0.871	-0.099	0.087
@lovelyladypa so true. I am sick of MSM creating drama	0	positive	1	1	2	0	0	2	-6.342	1.794	-2	2	0.4506454468	1	-0.1948242188	neutral	1	1	1	-1	-3.382	2	1	0	0.822	1	0	2	0	-0.415	-0.089	0.158	0.659	-0.656
I had a nightmare about this vicious little cat biting me! Dreammoods says it means someone close to me is talkin shit & bein fake. HMMMMM	0	negative	0	5	6	0	0	0	-8.42	1.64	-9	4	0.0651869557	0	-1.3520507813	negative	0	4	0	-4	-7.055	1	2	2	1.425	0	1	2	0.625	-0.429	0.565	0.847	-0.446	-0.38
My grandma is so cute! :D she said I'm still young so don't have to do housework. I totally agree with her! (:	1	positive	2	0	0	1	1	3	-3.562	3.45	0	1	1.1739044189	1	-0.5399713516	neutral	0	0	3	-1	-4.274	3	0	0	2.097	0	0	3	1.275	0	1.253	1.226	-0.579	1.92
RT @AndyParas: RT @CarolinaScanner SC Highway Patrol working 488 wrecks at the moment..... STAY HOME & DO NOT DRIVE!!! #chstrfc #chswx	0	positive	1	0	0	0	0	0	-2.391	3.365	0	4	0.1166992783	0	-0.7499656677	neutral	0	0	1	-1	-4.542	1	0	0	4.398	1	0	2	0.139	-0.102	-0.257	0.337	-0.281	0.311
@DC_Zol Pricess Leia is going to be gutted! :-)	0	positive	0	0	0	0	0	0	-0.409	2.506	0	3	1.220703125E-4	0	-0.1875	neutral	0	0	0	-1	-2.959	2	0	0	1.01	0	0	2	0.158	0	0.029	0.203	-0.18	0.421
Get back to healthy nutrition basicsAnahuac ProgressA great way to start on the path to better nutrition is to take a n http://url4.eu/1Otsu	0	positive	4	0	0	3	1	7	-1.081	2.474	0	1	1.6717882147	0	-0.1874964237	positive	0	0	1	-1	-1.62	2	0	0	3.4	0	0	3	2.103	0	1.599	1.365	-0.665	3.324
UK Afghan mission 'going to plan' http://www.nwoos.com/uk-afghan-mission-going-to-plan-88534.html	0	neutral	0	0	0	0	1	0	-0.578	1.614	0	1	0	0	0	neutral	0	0	0	-1	-0.366	2	0	0	1.381	0	0	1	0.25	0	0	0	0	0.75
@MrsJonas622 can u vote stay on which njata is best ? It's my poll	1	positive	1	0	0	1	1	3	-2.437	3.16	0	1	0.2377929688	1	-0.125	positive	1	1	1	-1	-0.775	2	0	1	1.844	2	0	2	0.518	0	0.188	0.839	-0.43	0.957
BMW Vision EfficientDynamics Concept To Be In Production By 2013 - Future Cars News: BMW Vision EfficientDynamics ... http://bit.ly/caJzgr	0	neutral	0	0	0	0	3	2	-0.492	3.315	0	1	0.0587158203	0	-0.328125	neutral	0	0	3	-1	-0.863	1	0	0	5.905	0	0	1	0.468	0	-0.035	0.752	-0.325	1.01
@SaireBennetto Aww dammit! Lol its in the post!! =P	0	positive	0	0	0	0	0	3	-1.78	3.636	0	2	0	0	-2.44140625E-4	neutral	0	0	0	-1	-2.723	2	0	0	0.991	0	0	2	0.242	0	0.075	0.358	-0.131	0.423
It took me a few hours to get my hand un-glued from my face.	0	neutral	0	0	0	0	0	0	-0.699	0.338	0	2	0.0138587961	0	-0.3173866272	neutral	0	0	0	-1	-2.628	1	0	0	2.278	0	0	1	0.269	0	0	0.415	-0.3	0.691
@hughhefner How you doin just wanted to say hi and get in touch with you	0	neutral	1	0	0	0	0	0	-2.764	3.755	0	1	0.7205390679	0	0	positive	0	0	0	-1	-1.226	1	0	0	1.164	0	0	1	0.601	-0.034	-0.049	1.137	-0.877	1.487
RT @HarvardResearch: Atheists are just as ethical and have as strong a moral compass as churchgoers  new research shows http://ow.ly/15y0R	0	neutral	4	0	0	2	0	4	-3.965	3.081	0	1	0.9071044922	0	-0.4057035446	neutral	0	0	2	-1	-1.208	1	0	1	2.657	2	0	1	1.165	-0.029	1.087	1.816	-0.382	0.944
hopin' one day you'll come and sing this song with me. I wrote this song just for you.	0	neutral	1	0	0	0	1	0	-1.772	5.236	0	1	0.2561712265	1	-0.03125	positive	1	0	1	-1	-1.002	2	0	0	3.005	1	0	1	1.078	0	1.078	1.122	-0.282	1.562
Just realized a friend is off the wagon in a big way - sad;-(	0	negative	2	1	1	0	0	1	-2.23	2.155	-2	3	0.498008728	1	-1.0102539063	negative	0	0	1	-4	-3.746	1	0	0	1.69	1	0	1	1.046	0	0.81	0.763	-0.186	1.851
RT @PaigeXc: Is so excited about Pixies in March. La la love you  don't mean maybe...	1	positive	2	0	0	2	1	6	-2.255	4.377	0	1	0.5739631653	2	-0.1249809265	neutral	0	0	3	-1	-5.705	3	0	0	5.558	1	0	3	0.522	0	0.419	0.454	-0.262	0.955
RT @diplo: happy valentines day ! mix from mad decent - http://tinyurl.com/decentLUV	0	negative	2	1	1	2	1	3	-0.891	3.511	-3	1	0.9130859375	1	0	positive	1	1	2	-2	-2.403	3	1	1	3.576	1	1	2	0.449	-0.571	0.971	0.183	0.64	-0.483
RT @inspiringMoms: @getsweetie Hi Sweetie! This is YOUR Holiday!You were named for it! Make it a special day!TU for the rt!Amy//Hugs to you!	0	positive	1	0	0	0	1	0	-1.763	8.294	0	1	0.3745117486	2	-0.0625	positive	0	0	3	-1	-0.823	3	0	0	3.318	0	0	4	0.563	0	0.22	0.513	-0.217	1.054
RT This is very cool. Parallel genetic code created http://bit.ly/acEJSk /via @RogerHighfield	0	positive	0	0	0	1	0	1	-1.275	2.653	0	1	0.259765625	0	-0.0301513672	positive	0	0	1	-1	-0.674	3	0	0	1.09	0	0	3	0.256	-0.084	-0.102	0.546	-0.374	0.448
Sesek napas mksdnya? ;) RT @RezaHarmaini: Can't breathe easy... http://myloc.me/3OW5o	0	neutral	1	0	0	1	0	1	-0.003	1.15	0	1	0.1874542236	0	0	neutral	0	0	0	-1	-0.469	1	0	0	0.392	0	0	1	0	0	0	0	0	0
@MzJuDolla http://fashioncashsuccess.tumblr.com/ check out my blog!!!!	0	positive	0	0	0	0	0	0	0	3.846	0	1	0.0932533749	0	-0.0023841858	positive	0	0	0	-1	-0.444	3	0	0	2.197	0	0	2	0.166	0	-0.045	0.288	0	0.254
RT @TLProdigy: @atlhoopstar That squirtin thing  lmao. . . I just can't find it sexy. I TRIED though. lmaooo. - yo @MoGeezie what u say?	0	positive	2	0	0	1	0	7	-6.17	3.867	0	2	1.299621582	0	-0.0981321335	neutral	0	0	0	-1	-3.073	2	0	0	1.719	0	0	3	0.477	0	0.014	0.805	-0.345	0.957
RT @CrackerClips2010Pacesetter Awards 2010: Jerry Aronson  education winner: Aronson said he has always considered teaching to be an a...	1	neutral	0	0	0	2	1	7	-2.916	4.222	0	1	0.3594970703	1	-0.25	neutral	0	0	1	-1	-0.998	2	0	0	3.228	0	0	1	0.192	-0.084	-0.007	0.157	-0.167	0.245
dropped my phone at knotts berry farm -_- water rides FTL!	0	positive	0	0	0	0	1	0	0	1.479	0	2	0	0	-0.1872558594	negative	0	0	0	-1	-5.119	1	0	0	3.347	0	0	2	0.034	0	0.035	-0.01	0.027	0.085
@ljastars lol you are not :P http://bit.ly/cKNBd5 this is the bag :D :D	0	positive	0	0	0	0	0	3	-2.29	1.941	0	2	0.0015258789	0	-0.75	neutral	0	0	0	-1	-1.193	2	0	0	0.173	0	0	2	0.177	0	-0.036	0.305	-0.136	0.4
The Book of Eli just didn't do it for me...	0	neutral	1	0	0	0	0	0	-1.418	0.835	0	2	0.1804199219	0	-0.1249656677	neutral	0	0	0	-1	-0.969	1	0	0	1.504	0	0	1	0.407	0	0.059	0.567	-0.116	0.711
White Knight Chronicles: Possibly one of the worst games ever made	0	negative	1	1	1	0	1	0	-2.646	1.36	-3	3	0.3168945313	1	-0.2618504167	neutral	0	0	2	-3	-2	1	0	0	4.514	1	0	1	0.162	-0.119	-0.048	0.089	-0.105	0.049
