content	timeStamp	tweetId	userId	topic	swn3_negative_words	sentiStrength_pos	afinn_positive_words	afinn_positiveness	swn3_neutral_words	afinn_negative_words	afinn_negativeness	label	lex_positive_words	swn3_negativeness	swn3_positive_words	swn3_positiveness	lex_negative_words	supervised_polarity	sentiStrength_neg	emo_joy	emo_anticipation	emo_fear	emo_trust	emo_sadness	emo_anger	emo_surprise	emo_disgust
"omg. The commercials alone on ESPN are going to drive me nuts."""	Mon May 18 01:18:03 UTC 2009	150	wendy93639	espn	3	2	0	0	2	2	-5	negative	1	-0.56640625	2	0.0314942002	0	negative	-1	0	0	0	0	0	0	0	0
"@robmalon Playing with Twitter API sounds fun.  May need to take a class or find a new friend who like to generate results with API code."""	Mon May 18 03:11:06 UTC 2009	151	ClayFranklin	"twitter api"""""	5	2	2	6	7	0	0	positive	3	-0.415514946	5	0.4932870865	0	positive	-1	2	1	0	1	0	0	0	0
"playing with cURL and the Twitter API"""	Mon May 18 03:11:58 UTC 2009	152	cURLTesting	"twitter api"""""	0	2	0	0	3	0	0	neutral	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
"Hello Twitter API ;)"""	Mon May 18 03:12:13 UTC 2009	153	ringerdrop	"twitter api"""""	0	1	0	0	2	0	0	positive	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
"playing with Java and the Twitter API"""	Mon May 18 03:12:18 UTC 2009	154	danserfaty	"twitter api"""""	0	2	0	0	3	0	0	neutral	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
"@morind45 Because the twitter api is slow and most client's aren't good."""	Mon May 18 03:12:40 UTC 2009	155	raykolbe	"twitter api"""""	1	2	1	3	4	0	0	negative	1	-0.0671386719	1	0.7083761115	1	neutral	-1	1	1	0	1	0	0	1	0
"yahoo answers can be a butt sometimes"""	Mon May 18 03:13:03 UTC 2009	156	CarolineVilas	yahoo	2	1	0	0	3	0	0	negative	0	-0.375	1	1.220703125E-4	0	neutral	-1	0	0	0	0	0	0	0	0
"is scrapbooking with Nic =D"""	Mon May 18 05:07:16 UTC 2009	157	rachelbegins	scrapbooking	0	1	0	0	0	0	0	positive	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
"RT @mashable: Five Things Wolfram Alpha Does Better (And Vastly Different) Than Google - http://bit.ly/6nSnR"""	Tue May 19 16:20:46 UTC 2009	172	leedscentlib	wolfram alpha	1	1	1	2	3	0	0	positive	2	-0.0625	4	0.8865661621	0	neutral	-1	0	0	0	0	0	0	0	0
"just changed my default pic to a Nike basketball cause bball is awesome!!!!!"""	Wed May 20 02:37:09 UTC 2009	173	sportsgirl505	nike	3	4	1	4	3	0	0	positive	2	-0.109375	3	1.0788574219	0	positive	-1	1	1	1	0	1	0	0	1
"Nike owns NBA Playoffs ads w/ LeBron, Kobe, Carmelo? http://ow.ly/7Uiy  #Adidas #Billups #Howard  #Marketing #Branding"""	Wed May 20 02:38:27 UTC 2009	174	MatrixSystems	nike	0	1	0	0	5	0	0	neutral	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
"'Next time, I'll call myself Nike'"""	Wed May 20 02:38:45 UTC 2009	175	cadburysgirl	nike	2	1	0	0	1	0	0	neutral	0	-0.2186646489	1	0.0061035156	0	neutral	-1	0	1	0	0	0	0	0	0
"New blog post: Nike SB Dunk Low Premium 'White Gum' http://tr.im/lOtT"""	Wed May 20 02:38:50 UTC 2009	176	AddictedToFresh	nike	4	1	0	0	4	0	0	neutral	1	-0.3578720093	1	0.0758056641	1	neutral	-2	0	0	0	0	0	0	0	0
"RT @SmartChickPDX: Was just told that Nike layoffs started today :-("""	Wed May 20 02:39:05 UTC 2009	177	coreysmbpro	nike	0	2	0	0	1	0	0	negative	1	0	2	0.2507324219	0	neutral	-1	0	0	0	0	0	0	0	0
"Back when I worked for Nike we had one fav word : JUST DO IT! :)"""	Wed May 20 02:39:28 UTC 2009	178	PRolivia	nike	2	2	0	0	3	0	0	positive	2	-0.1562156677	3	0.3493652325	0	neutral	-1	0	0	0	1	0	0	0	0
"By the way, I'm totally inspired by this freaky Nike commercial: http://snurl.com/icgj9"""	Wed May 20 02:40:23 UTC 2009	179	ErrantDreams	nike	5	4	1	2	1	0	0	positive	0	-0.875	3	1.3759765625	0	neutral	-2	1	0	0	1	0	0	1	0
"giving weka an app engine interface, using the bird strike data for the tests, the logo is a given."""	Sat May 23 20:43:22 UTC 2009	192	nikete	weka	5	1	0	0	5	1	-1	neutral	0	-0.3300781455	2	0.09375	1	neutral	-1	0	0	0	0	0	1	0	0
"Brand New Canon EOS 50D 15MP DSLR Camera Canon 17-85mm IS Lens ...: Web Technology Thread, Brand New Canon EOS 5.. http://u.mavrev.com/5a3t"""	Sun May 24 16:18:48 UTC 2009	194	bigdigit	50d	2	1	0	0	9	0	0	neutral	0	-0.091796875	4	0.2785644531	0	neutral	-1	0	0	0	0	0	0	0	0
"Class... The 50d is supposed to come today :)"""	Sun May 24 16:19:04 UTC 2009	195	justinbettman	50d	0	1	0	0	0	0	0	positive	0	0	4	0.1431341171	1	neutral	-1	0	0	0	0	0	0	0	0
"needs someone to explain lambda calculus to him! :("""	Sun May 24 20:48:14 UTC 2009	196	read0	lambda calculus	0	2	0	0	3	0	0	negative	0	0	2	0.3125	0	neutral	-1	0	0	0	1	0	0	0	0
"Took the Graduate Field Exam for Computer Science today.  Nothing makes you feel like more of an idiot than lambda calculus."""	Sun May 24 20:48:58 UTC 2009	197	BAK3R	lambda calculus	2	2	1	2	6	1	-3	negative	1	-0.25	6	0.411737442	1	negative	-2	0	0	0	0	0	0	0	1
"SHOUT OUTS TO ALL EAST PALO ALTO FOR BEING IN THE BUILDIN KARIZMAKAZE 50CAL GTA! ALSO THANKS TO PROFITS OF DOOM UNIVERSAL HEMPZ CRACKA......"""	Sun May 24 20:49:52 UTC 2009	198	SLICKSPIT	east palo alto	3	3	1	2	7	1	-2	positive	1	-0.2578125	1	0.34375	1	positive	-2	0	0	1	0	0	1	1	0
"@legalgeekery Yeahhhhhhhhh, I wouldn't really have lived in East Palo Alto if I could have avoided it.  I guess it's only for the summer."""	Sun May 24 20:50:32 UTC 2009	199	ckwright	east palo alto	7	2	0	0	6	1	-1	negative	0	-0.4285945892	1	0.390625	0	neutral	-1	0	0	0	0	0	0	1	0
"@accannis @edog1203 Great Stanford course. Thanks for making it available to the public! Really helpful and informative for starting off!"""	Mon May 25 17:15:01 UTC 2009	204	souleaterjh	stanford	3	3	3	7	5	0	0	positive	3	-0.3774414063	5	0.89453125	0	positive	-1	1	1	0	1	0	0	0	0
"NVIDIA Names Stanford's Bill Dally Chief Scientist, VP Of Research http://bit.ly/Fvvg9"""	Mon May 25 17:15:24 UTC 2009	205	susangao	stanford	1	1	0	0	5	0	0	neutral	0	-0.03125	1	0.046875	0	neutral	-1	0	1	0	1	0	0	0	0
"New blog post: Harvard Versus Stanford - Who Wins? http://bit.ly/MCoCo"""	Mon May 25 17:15:43 UTC 2009	206	jimmy_chan2009	stanford	1	1	1	4	4	0	0	neutral	0	-2.44140625E-4	1	0.0758056641	0	neutral	-1	0	0	0	0	0	1	0	0
"@ work til 6pm... lets go lakers!!!"""	Mon May 25 17:17:04 UTC 2009	207	a_fio	lakers	0	2	0	0	0	0	0	positive	0	0	2	0.0086063354	0	neutral	-1	0	0	0	0	0	0	0	0
"Damn you North Korea. http://bit.ly/KtMeQ"""	Mon May 25 17:18:29 UTC 2009	208	luvslikepi	north korea	1	1	0	0	2	1	-4	negative	0	-0.25	0	0	1	neutral	-1	0	0	0	0	0	1	0	1
"Can we just go ahead and blow North Korea off the map already?"""	Mon May 25 17:19:05 UTC 2009	209	utsagrad123	north korea	2	1	0	0	4	0	0	negative	1	-0.4629363827	4	0.3608399015	1	neutral	-1	0	0	0	0	0	0	0	0
"North Korea, please cease this douchebaggery. China doesn't even like you anymore. http://bit.ly/NeHSl"""	Mon May 25 17:19:14 UTC 2009	210	stabotage	north korea	0	2	2	3	4	0	0	negative	3	0	4	0.3470306396	0	neutral	-1	0	0	0	0	0	0	0	0
"Why the hell is Pelosi in freakin China? and on whose dime?"""	Mon May 25 17:21:08 UTC 2009	211	zed01	pelosi	1	1	0	0	3	1	-4	negative	0	-0.4375	2	0.09375	1	neutral	-2	0	0	1	0	1	1	0	1
"Are YOU burning more cash $$$ than Chrysler and GM? Stop the financial tsunami. Where """"bailout"""" means taking a handout!"""	Mon May 25 17:23:55 UTC 2009	212	funky_old_man	bailout	4	2	0	0	6	2	-3	negative	0	-0.8957509995	2	0.5625	0	neutral	-1	1	1	1	1	0	1	0	0
"insects have infected my spinach plant :("""	Mon May 25 17:25:34 UTC 2009	213	malcozer	insects	2	1	0	0	1	1	-2	negative	0	-0.7494535446	1	0.0014648438	1	neutral	-1	0	0	0	0	0	0	0	0
"wish i could catch every mosquito in the world n burn em slowly.they been bitin the shit outta me 2day.mosquitos are the assholes of insects"""	Mon May 25 17:26:50 UTC 2009	214	AntoineTheReaL	insects	5	1	1	1	6	1	-4	negative	1	-0.260681154	2	0.1502566338	1	negative	-3	0	0	0	0	0	2	1	2
"just got back from church, and I totally hate insects."""	Mon May 25 17:27:05 UTC 2009	215	jonwolpert	insects	2	1	0	0	1	1	-3	negative	2	-0.53125	3	0.8449707013	1	neutral	-5	1	1	1	1	1	1	0	1
"Just got mcdonalds goddam those eggs make me sick. O yeah Laker up date go lakers. Not much of an update? Well it's true so suck it"""	Mon May 25 17:28:50 UTC 2009	216	jachshore	mcdonalds	5	2	2	3	8	2	-5	negative	3	-1.0090332031	8	1.1147311629	2	neutral	-3	1	0	0	1	1	0	0	1
"omgg i ohhdee want mcdonalds damn i wonder if its open lol =]"""	Mon May 25 17:29:39 UTC 2009	217	MamiYessi	mcdonalds	5	2	2	4	0	1	-4	positive	3	-0.5639757108	1	0.1796875	1	neutral	-1	0	0	0	0	0	1	0	1
"History exam studying ugh"""	Mon May 25 17:31:21 UTC 2009	218	jvici0us	exam	0	1	0	0	3	0	0	negative	0	0	0	0	1	negative	-3	0	0	0	0	0	0	0	0
"I hate revision, it's so boring! I am totally unprepared for my exam tomorrow :( Things are not looking good..."""	Mon May 25 17:31:43 UTC 2009	219	enriquenieto	exam	8	2	1	3	7	2	-6	negative	1	-1.6875	2	1.2083761115	3	negative	-4	1	2	1	1	1	1	1	1
"Higher physics exam tommorow, not lookin forward to it much :("""	Mon May 25 17:31:45 UTC 2009	220	Drummermatt_182	exam	1	1	0	0	3	0	0	negative	0	-0.625	3	0.40625	0	neutral	-1	0	0	0	0	0	0	0	0
"It's a bank holiday, yet I'm only out of work now. Exam season sucks:("""	Mon May 25 17:32:11 UTC 2009	222	filmcriticbeta	exam	7	1	0	0	2	1	-3	negative	0	-0.4672279358	3	0.0713504183	0	negative	-2	1	1	0	1	0	0	0	0
"Cheney and Bush are the real culprits - http://fwix.com/article/939496"""	Mon May 25 17:34:40 UTC 2009	223	lvlocal	cheney	1	1	0	0	1	0	0	negative	1	-0.0029296875	1	0.0045166016	0	neutral	-1	0	0	0	1	0	0	0	0
"Life?s a bitch? and so is Dick Cheney. #p2 #bipart #tlot #tcot #hhrs #GOP #DNC http://is.gd/DjyQ"""	Mon May 25 17:34:51 UTC 2009	224	QCWofNC	cheney	3	1	0	0	2	2	-9	negative	0	-0.46484375	0	0	1	neutral	-2	0	0	1	0	1	1	0	1
"Dick Cheney's dishonest speech about torture, terror, and Obama. -Fred Kaplan Slate. http://is.gd/DiHg"""	Mon May 25 17:35:23 UTC 2009	225	jepaco	cheney	4	1	0	0	1	4	-13	negative	0	-0.291015625	2	0.068359375	3	neutral	-4	0	1	2	0	2	2	0	2
"The Republican party is a bunch of anti-abortion zealots who couldn't draw flies to a dump."""" -- Neal Boortz (just now, on the radio)"""	Mon May 25 17:37:56 UTC 2009	226	ImportantQuotes	republican	5	1	0	0	5	2	-3	negative	1	-0.3876953125	3	0.2352294922	1	neutral	-1	0	0	0	0	0	0	0	0
"is Twitter's connections API broken? Some tweets didn't make it to Twitter..."""	Mon May 25 17:46:06 UTC 2009	227	fwhamm	twitter api	1	1	0	0	3	1	-1	negative	0	-0.0147705078	2	0.4062500298	0	negative	-1	0	0	1	0	1	1	0	0
"i srsly hate the stupid twitter API timeout thing, soooo annoying!!!!! :("""	Mon May 25 17:46:24 UTC 2009	228	jos897	twitter api	5	2	0	0	1	3	-7	negative	0	-1.2041015625	0	0	3	negative	-4	0	0	1	0	1	2	0	1
"@psychemedia I really liked @kswedberg's """"Learning jQuery"""" book. http://bit.ly/pg0lT is worth a look too"""	Wed May 27 00:34:21 UTC 2009	233	jystewart	jquery book	3	4	2	4	0	0	0	positive	2	-0.15625	6	1.2885437012	1	positive	-1	0	0	0	0	0	0	0	0
"jQuery UI 1.6 Book Review - http://cfbloggers.org/?c=30631"""	Wed May 27 00:34:47 UTC 2009	234	cfbloggers	jquery book	0	1	0	0	1	0	0	neutral	0	0	2	0.0098266602	0	neutral	-1	0	0	0	0	0	0	0	0
"Very Interesting Ad from Adobe by Goodby, Silverstein &amp; Partners - YouTube - Adobe CS4: Le Sens Propre http://bit.ly/VprpT"""	Wed May 27 00:38:56 UTC 2009	235	CaerusMe	goodby silverstein	2	3	1	2	4	0	0	positive	1	-0.5	4	0.734375	0	neutral	-1	0	0	0	0	0	0	0	0
"Goodby Silverstein agency new site! http://www.goodbysilverstein.com/ Great!"""	Wed May 27 00:39:13 UTC 2009	236	HallandPartners	goodby silverstein	0	4	1	3	4	0	0	positive	1	0	2	0.1422119141	0	neutral	-1	0	0	0	0	0	0	0	0
"RT @designplay Goodby, Silverstein's new site: http://www.goodbysilverstein.com/ I enjoy it. *nice find!*"""	Wed May 27 00:39:21 UTC 2009	237	suedecrush	goodby silverstein	2	3	2	5	4	0	0	positive	2	-0.034655571	3	0.8297119141	0	positive	-1	1	1	0	1	0	0	0	0
"The ever amazing Psyop and Goodby Silverstein &amp; Partners for HP! http://bit.ly/g2rU8 Have to go play with After Effects now!"""	Wed May 27 00:41:13 UTC 2009	238	_imageworks	goodby silverstein	3	3	1	4	6	0	0	positive	1	-0.2533597946	3	0.5639652591	0	positive	-1	0	0	0	0	0	0	0	0
"top ten most watched on Viral-Video Chart.  Love the nike #mostvaluablepuppets campaign from Wieden &amp; Kennedy http://bit.ly/nR1n9"""	Wed May 27 00:42:22 UTC 2009	239	dustinrowley	wieden	1	3	2	5	6	0	0	positive	2	-3.814697265625E-6	2	0.3835449219	0	neutral	-1	1	1	0	2	0	0	0	0
"zomg!!! I have a G2!!!!!!!"""	Wed May 27 23:49:47 UTC 2009	251	xzela	g2	3	2	0	0	0	0	0	positive	0	-0.2182035446	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
"Ok so lots of buzz from IO2009 but how lucky are they - a Free G2!! http://is.gd/Hyzl"""	Wed May 27 23:49:59 UTC 2009	252	mobiledreams	g2	2	2	2	4	4	0	0	positive	2	-0.11328125	3	0.8991465569	0	neutral	-1	1	1	1	0	0	0	1	0
"just got a free G2 android at google i/o!!!"""	Wed May 27 23:50:46 UTC 2009	253	crashfaster	g2	2	2	1	1	2	0	0	positive	2	-0.125	2	0.2123789787	0	neutral	-1	0	0	0	0	0	0	0	0
"Guess I'll be retiring my G1 and start using my developer G2 woot #googleio"""	Wed May 27 23:51:30 UTC 2009	254	dragonal	g2	4	1	0	0	2	0	0	positive	0	-0.5156214237	1	1.220703125E-4	0	neutral	-1	0	1	0	0	0	0	1	0
"At GWT fireside chat @googleio"""	Wed May 27 23:56:56 UTC 2009	255	mastooo	googleio	0	1	0	0	2	0	0	neutral	0	0	1	0.03125	0	neutral	-1	0	0	0	0	0	0	0	0
"I am happy for Philip being at GoogleIO today"""	Wed May 27 23:59:18 UTC 2009	256	maex242	googleio	2	2	1	3	3	0	0	positive	1	-0.0625	2	0.53125	0	positive	-1	1	1	0	1	0	0	0	0
"Lakers played great!  Cannot wait for Thursday night Lakers vs. ???"""	Sat May 30 17:46:39 UTC 2009	317	specs20	lakers	2	4	1	3	2	0	0	positive	1	-0.1435546875	1	0.06640625	0	positive	-1	0	1	0	0	0	0	0	0
"Hi there, does anyone have a great source for advice on viral marketing?... http://link.gs/YtZ8"""	Sun May 31 06:51:14 UTC 2009	328	BrandKarma	viral marketing	2	3	1	3	6	0	0	neutral	2	-0.1869535446	2	0.09765625	0	neutral	-1	0	0	0	1	0	0	0	0
"Judd Apatow creates fake sitcom on NBC.com to market his new movie... viral marketing at its best. http://is.gd/K0yK"""	Sun May 31 06:51:30 UTC 2009	329	mattcad	viral marketing	1	2	1	3	6	1	-3	positive	1	-0.21875	3	0.2437744141	1	neutral	-2	0	0	0	0	0	0	0	0
"Here's A case study on how to use viral marketing to add over 10,000 people to your list http://snipr.com/i50oz"""	Sun May 31 06:51:34 UTC 2009	330	grahamgrimshaw	viral marketing	1	2	0	0	6	0	0	neutral	0	-0.0625	6	0.3302764893	0	neutral	-1	0	0	1	0	1	0	0	0
"VIRAL MARKETING FAIL. This Acia Pills brand oughta get shut down for hacking into people's messenger's.  i get 5-6 msgs in a day! Arrrgh!"""	Sun May 31 06:51:44 UTC 2009	331	nicoleisms	viral marketing	5	2	0	0	5	1	-2	negative	0	-0.4952392578	4	0.1346221138	2	neutral	-2	0	0	0	1	0	0	0	0
"watching Night at The Museum . Lmao"""	Tue Jun 02 02:54:09 UTC 2009	388	Cristinellaa	"night at the museum"""""	1	3	1	4	3	0	0	positive	0	-0.0029296875	0	0	0	neutral	-1	0	0	0	0	0	0	0	0
"i loved night at the museum!!!"""	Tue Jun 02 02:54:12 UTC 2009	389	MzJill	"night at the museum"""""	2	4	1	3	2	0	0	positive	0	-0.0341796875	1	0.5	0	neutral	-1	0	0	0	0	0	0	0	0
"going to see the new night at the museum  movie with my family oh boy a three year old in the movies fuin"""	Tue Jun 02 02:54:22 UTC 2009	390	Lynn_Sky	"night at the museum"""""	3	1	0	0	8	0	0	neutral	0	-0.2529296875	4	0.1661993265	0	positive	-1	0	0	0	0	0	0	0	1
"just got back from the movies.  went to see the new night at the museum with rachel.  it was good"""	Tue Jun 02 02:54:40 UTC 2009	391	bobster56	"night at the museum"""""	1	2	1	3	4	0	0	positive	3	-0.0029296875	5	1.1306789517	0	positive	-1	1	1	0	1	0	0	1	0
"Just saw the new Night at the Museum movie...it was...okay...lol 7\10"""	Tue Jun 02 02:54:44 UTC 2009	392	jordanforeman	"night at the museum"""""	1	1	0	0	3	0	0	neutral	1	-0.0029296875	2	0.2484130859	0	neutral	-1	0	0	0	0	0	0	0	0
"Going to see night at the museum 2 with tall boy"""	Tue Jun 02 02:54:51 UTC 2009	393	britree	"night at the museum"""""	2	1	0	0	3	0	0	neutral	0	-0.1904296875	3	0.095276475	0	neutral	-1	0	0	0	0	0	0	0	1
"@shannyoday I will take you on a date to see night at the museum 2 whenever you want...it looks soooooo good"""	Tue Jun 02 02:55:16 UTC 2009	394	jellz	"night at the museum"""""	4	2	1	3	3	0	0	positive	2	-0.0983886719	5	0.8861730713	0	neutral	-1	1	1	0	1	0	0	1	0
"no watching The Night At The Museum. Getting Really Good"""	Tue Jun 02 02:55:25 UTC 2009	395	droherty	"night at the museum"""""	2	3	1	3	4	1	-1	positive	1	-0.1513671875	2	1.0990011115	0	neutral	-1	1	1	0	1	0	0	1	0
"Night at the Museum, Wolverine and junk food - perfect monday!"""	Tue Jun 02 02:55:39 UTC 2009	396	sarahbrooke	"night at the museum"""""	2	2	1	3	4	0	0	positive	1	-0.0341796875	2	0.2109375	1	positive	-1	2	1	0	2	0	0	0	0
"saw night at the museum 2 last night.. pretty crazy movie.. but the cast was awesome so it was well worth it. Robin Williams forever!"""	Tue Jun 02 02:55:49 UTC 2009	397	jeremyempire	"night at the museum"""""	5	3	3	7	11	1	-2	positive	4	-0.423828125	5	1.1889561434	1	positive	-1	1	1	1	1	1	1	0	0
"I saw Night at the Museum: Battle of the Swithsonian today. It was okay. Your typical [kids] Ben Stiller movie."""	Tue Jun 02 02:56:01 UTC 2009	398	MirandaClues	"night at the museum"""""	3	1	0	0	5	1	-1	neutral	1	-0.1591796875	4	0.59375	1	neutral	-1	0	0	0	0	0	1	0	0
"Taking Katie to see Night at the Museum.  (she picked it)"""	Tue Jun 02 02:56:25 UTC 2009	399	RGuad08	"night at the museum"""""	1	1	0	0	3	0	0	neutral	0	-0.0029296875	2	0.314026475	0	neutral	-1	0	0	0	0	0	0	0	0
"Night at the Museum tonite instead of UP. :( oh well. that 4 yr old better enjoy it. LOL"""	Tue Jun 02 02:56:38 UTC 2009	400	xshallsx	"night at the museum"""""	1	3	3	7	7	0	0	negative	3	-0.0029296875	5	1.2708666344	0	neutral	-1	1	1	0	1	0	0	0	0
"GM says expects announcment on sale of Hummer soon - Reuters: WDSUGM says expects announcment on sale of Hummer .. http://bit.ly/4E1Fv"""	Tue Jun 02 03:00:25 UTC 2009	401	EconomyUpdates	gm	3	1	0	0	1	0	0	neutral	0	-0.5	4	0.1875	0	neutral	-1	0	0	0	0	0	0	0	0
"It's unfortunate that after the Stimulus plan was put in place twice to help GM on the back of the American people has led to the inevitable"""	Tue Jun 02 03:01:10 UTC 2009	402	mshbrown	gm	3	1	1	2	10	0	0	negative	2	-0.7986049805	4	0.2194185236	2	neutral	-2	0	1	0	0	1	0	0	0
"Tell me again why we are giving more $$ to GM?? We should use that $ for all the programs that support the unemployed."""	Tue Jun 02 03:02:17 UTC 2009	403	misschris62	gm	1	2	1	2	6	0	0	negative	1	-0.4375	5	0.885345459	0	neutral	-1	0	0	1	0	1	0	0	0
"@jdreiss oh yes but if GM dies it will only be worth more boo hahaha"""	Tue Jun 02 03:05:13 UTC 2009	404	artbynemo	gm	2	2	3	6	5	0	0	negative	3	-0.0703125	4	0.3634033203	0	neutral	-1	0	0	0	0	0	0	0	0
"Time Warner cable is down again 3rd time since Memorial Day bummer!"""	Tue Jun 02 03:14:36 UTC 2009	405	windhamgirl	time warner	1	2	0	0	4	1	-2	negative	0	-0.3125	5	0.3068556935	1	negative	-1	0	2	0	0	0	1	1	1
"I would rather pay reasonable yearly taxes for """"free"""" fast internet, than get gouged by Time Warner for a slow connection."""	Tue Jun 02 03:15:11 UTC 2009	406	mmmPi	time warner	7	1	1	1	2	1	-1	negative	2	-0.5671386719	6	0.5601458559	1	neutral	-1	1	2	0	1	0	0	0	0
"NOOOOOOO my DVR just died and I was only half way through the EA presser. Hate you Time Warner"""	Tue Jun 02 03:15:23 UTC 2009	407	NDEddieMac	time warner	4	2	0	0	2	2	-6	negative	1	-0.5625	4	0.181640625	1	negative	-4	0	1	1	0	1	1	0	1
"F*ck Time Warner Cable!!! You f*cking suck balls!!! I have a $700 HD tv &amp; my damn HD channels hardly ever come in. Bullshit!!"""	Tue Jun 02 03:15:54 UTC 2009	408	yourboysdot	time warner	6	2	0	0	6	3	-11	negative	0	-0.7182035446	3	0.0217962265	2	negative	-2	0	1	0	0	0	1	1	1
"time warner has the worse customer service ever. I will never use them again"""	Tue Jun 02 03:16:16 UTC 2009	409	Shazzainla	time warner	3	1	0	0	4	1	-3	negative	1	-0.46875	4	0.0905075684	1	negative	-3	0	1	1	0	1	0	0	0
"Time warner is the devil. Worst possible time for the Internet to go out."""	Tue Jun 02 03:16:27 UTC 2009	410	dstalk	time warner	3	1	0	0	2	1	-3	negative	0	-0.3361654358	4	0.4191895109	2	neutral	-3	0	3	1	0	1	1	0	1
"Fuck no internet damn time warner!"""	Tue Jun 02 03:16:37 UTC 2009	411	ernestalfonso	time warner	2	2	0	0	3	3	-9	negative	0	-0.3984375	1	0.0061035156	1	negative	-3	0	1	0	0	0	1	0	1
"time warner really picks the worst time to not work. all i want to do is get to mtv.com so i can watch the hills. wtfffff."""	Tue Jun 02 03:16:49 UTC 2009	412	kaaatiee	time warner	6	2	1	1	3	1	-3	negative	1	-1.3256492615	7	1.0562785503	1	neutral	-3	0	3	1	0	0	0	0	0
"I hate Time Warner! Soooo wish I had Vios. Cant watch the fricken Mets game w/o buffering. I feel like im watching free internet porn."""	Tue Jun 02 03:17:04 UTC 2009	413	JasonNegron	time warner	7	2	3	4	4	1	-3	negative	3	-0.6602478027	5	0.542573452	2	negative	-4	0	2	2	0	1	1	0	2
"Ahh...got rid of stupid time warner today &amp; now taking a nap while the roomies cook for me. Pretty good end for a monday :)"""	Tue Jun 02 03:17:26 UTC 2009	414	elphabablue	time warner	7	3	2	4	5	1	-2	negative	2	-0.68359375	5	1.6051046271	2	positive	-2	3	3	0	2	0	0	1	0
"Time Warner's HD line up is crap."""	Tue Jun 02 03:17:55 UTC 2009	415	gabe_rp	time warner	1	1	0	0	1	1	-3	negative	0	-0.15625	3	0.0598144568	0	neutral	-3	0	1	0	0	0	0	0	1
"is being fucked by time warner cable. didnt know modems could explode. and Susan Boyle sucks too!"""	Tue Jun 02 03:18:50 UTC 2009	416	JoeyCircles	time warner	3	2	0	0	4	2	-7	negative	0	-0.4111328125	2	0.0869750977	2	negative	-3	0	1	1	0	1	1	2	0
"Time Warner Cable Pulls the Plug on 'The Girlfriend Experience' - (www.tinyurl.com/m595fk)"""	Tue Jun 02 03:22:07 UTC 2009	417	ScooPost	time warner	2	1	0	0	3	0	0	neutral	0	-0.0307617188	2	0.0373535156	0	neutral	-1	0	1	0	0	0	0	1	0
"Time Warner Cable slogan: Where calling it a day at 2pm Happens."""	Tue Jun 02 03:23:50 UTC 2009	418	adamjleach	time warner	1	1	0	0	6	0	0	negative	0	-0.0625	2	0.0695800781	0	neutral	-1	0	1	0	0	0	0	1	0
"Rocawear Heads to China, Building 300 Stores  - http://tinyurl.com/nofet3"""	Tue Jun 02 03:24:43 UTC 2009	419	HYPHYROCKSTAR	china	1	1	0	0	1	0	0	neutral	0	-0.25	1	0.0625	0	neutral	-1	0	0	0	0	0	0	0	0
"Climate focus turns to Beijing: The United Nations, the US and European governments have called on China to co-o.. http://tinyurl.com/lto92n"""	Tue Jun 02 03:24:47 UTC 2009	420	BreakingBizNews	china	1	1	1	1	5	0	0	neutral	0	-0.1244535446	3	0.1116333008	0	neutral	-1	0	0	0	1	0	0	0	0
"myfoxdc Barrie Students Back from Trip to China: A Silver Spring high school's class trip to China has en.. http://tinyurl.com/nlhqba"""	Tue Jun 02 03:24:57 UTC 2009	421	myfoxdc	china	1	1	0	0	3	0	0	neutral	1	-0.0625	9	0.6043691617	0	neutral	-1	0	0	0	1	0	0	2	0
"Three China aerospace giants develop Tianjin Binhai  New Area,  22.9 B yuan invested   http://bit.ly/mMiDv"""	Tue Jun 02 03:25:01 UTC 2009	422	drlombardo	china	0	1	0	0	6	0	0	neutral	0	0	3	0.1401367188	0	neutral	-1	0	1	0	0	0	0	0	0
"http://xi.gs/04FO GM CEO: China will continue to be key partner"""	Tue Jun 02 03:27:27 UTC 2009	423	sinostream	gm	0	1	0	0	4	0	0	neutral	1	0	4	0.066532135	0	neutral	-1	0	1	0	1	0	0	0	0
"RT @LATimesautos is now the time to buy a GM car? http://bit.ly/nRzlu"""	Tue Jun 02 03:27:48 UTC 2009	424	hammerauto	gm	2	1	0	0	2	0	0	neutral	0	-0.06640625	2	0.2756347656	0	neutral	-1	0	1	0	0	0	0	0	0
"Recovering from surgery..wishing @julesrenner was here :("""	Tue Jun 02 03:29:23 UTC 2009	425	scoralli	surgery	0	1	0	0	1	0	0	negative	0	0	1	0.25	0	negative	-1	0	0	0	0	0	0	0	0
"My wrist still hurts. I have to get it looked at. I HATE the dr/dentist/scary places. :( Time to watch Eagle eye. If you want to join, txt!"""	Tue Jun 02 03:29:53 UTC 2009	426	sardonnica	dentist	6	2	2	2	5	2	-5	positive	1	-0.9790048599	4	0.4173011789	1	neutral	-4	0	2	2	1	1	1	0	1
