content	timeStamp	tweetId	userId	topic	swn3_negative_words	sentiStrength_pos	afinn_positive_words	afinn_positiveness	swn3_neutral_words	afinn_negative_words	afinn_negativeness	label	lex_positive_words	swn3_negativeness	swn3_positive_words	swn3_positiveness	lex_negative_words	supervised_polarity	sentiStrength_neg	emo_joy	emo_anticipation	emo_fear	emo_trust	emo_sadness	emo_anger	emo_surprise	emo_disgust	sentiStrength_neu
"#wolfram Alpha SUCKS! Even for researchers the information provided is less than you can get from #google or #wikipedia, totally useless!"""	Tue May 19 16:21:05 UTC 2009	2138	marriop	wolfram alpha	2	1	0	0	4	2	-5	negative	1	-0.5625	5	0.5634040842	2	neutral	-5	0	0	0	0	0	0	0	0	negative
"Off to the NIKE factory!!!"""	Wed May 20 02:37:18 UTC 2009	2139	kewpiezmom	nike	1	2	0	0	2	0	0	positive	0	-0.3540039063	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"New nike muppet commercials are pretty cute. Why do we live together again?"""	Wed May 20 02:38:17 UTC 2009	2140	Chet_Lemon	nike	2	3	2	3	4	0	0	positive	3	-0.2187156677	4	0.6766877174	0	neutral	-1	1	1	0	1	0	0	0	0	positive
"New blog post: Nike Zoom LeBron Soldier 3 (III) - White / Black - Teal http://bit.ly/rouUS"""	Wed May 20 02:38:28 UTC 2009	2141	sneakerfiles	nike	3	2	0	0	7	0	0	neutral	1	-0.0416423082	1	0.0758056641	1	neutral	-1	1	1	0	1	2	1	0	0	positive
"New blog post: Nike Trainer 1 http://bit.ly/394bp"""	Wed May 20 02:38:47 UTC 2009	2142	nikeblog	nike	3	1	0	0	2	0	0	neutral	0	-0.2502441406	1	0.0758056641	0	neutral	-1	0	0	0	1	0	0	0	0	neutral
"@Fraggle312 oh those are awesome! i so wish they weren't owned by nike :("""	Wed May 20 02:39:22 UTC 2009	2143	laurenornot	nike	4	4	2	5	4	0	0	negative	2	-0.4643554688	1	0.75	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"@tonyhawk http://twitpic.com/5c7uj - AWESOME!!! Seeing the show Friday at the Shoreline Amphitheatre. Never seen NIN before. Can't wait. ..."""	Sat May 23 04:23:54 UTC 2009	2158	julieules	shoreline amphitheatre	3	4	1	4	6	0	0	positive	1	-0.609375	2	0.8593788147	0	positive	-1	0	1	0	1	0	0	0	0	positive
"arhh, It's weka bug. = ="""" and I spent almost two hours to find that out. crappy me"""	Sat May 23 20:43:16 UTC 2009	2159	gux_kung	weka	7	1	0	0	4	0	0	negative	0	-1.1893835068	1	0.125	1	negative	-3	0	0	1	0	0	0	0	1	negative
"@mitzs hey bud :) np I do so love my 50D, although I'd love a 5D mkII more"""	Sun May 24 16:18:46 UTC 2009	2160	GrfxGuru	50d	4	3	2	6	3	0	0	positive	2	-0.2499656677	3	0.7358398438	1	positive	-1	2	0	0	0	0	0	0	0	positive
"@jonduenas @robynlyn just got us a 50D for the office. :D"""	Sun May 24 16:18:54 UTC 2009	2161	joelgoodman	50d	2	1	0	0	2	0	0	positive	1	-0.125	1	0.1726074219	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"Just picked up my new Canon 50D...it's beautiful!!  Prepare for some seriously awesome photography!"""	Sun May 24 16:19:00 UTC 2009	2162	trevorcgibson	50d	0	4	2	7	4	0	0	positive	3	0	6	1.9036865234	1	positive	-1	1	1	0	0	0	0	0	0	positive
"Just got my new toy. Canon 50D. Love love love it!"""	Sun May 24 16:19:03 UTC 2009	2163	ashpeckham	50d	0	4	3	9	2	0	0	positive	4	0	6	1.3560791016	0	positive	-1	3	0	0	0	0	0	0	0	positive
"Learning about lambda calculus :)"""	Sun May 24 20:48:13 UTC 2009	2164	davidivins	lambda calculus	0	1	0	0	2	0	0	positive	1	0	2	0.189453125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"#jobs #sittercity Help with taking care of sick child (East Palo Alto, CA) http://tinyurl.com/qwrr2m"""	Sun May 24 20:49:34 UTC 2009	2165	SCSanFrancisco	east palo alto	2	2	2	4	3	1	-2	neutral	2	-0.1461791992	3	0.361328125	1	neutral	-1	1	1	0	0	1	0	0	1	positive
"I'm moving to East Palo Alto!"""	Sun May 24 20:50:19 UTC 2009	2166	nfarzan	east palo alto	1	1	0	0	1	0	0	positive	1	-0.03125	1	0.15625	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"@ atebits I just finished watching your Stanford iPhone Class session. I really appreciate it. You Rock!"""	Mon May 25 17:14:58 UTC 2009	2171	tylerlin	stanford	2	3	1	2	4	0	0	positive	2	-0.0625	6	0.9948730469	0	positive	-1	0	0	0	0	0	0	0	0	positive
"@jktweet Hi! Just saw your Stanford talk and really liked your advice. Just saying Hi from Singapore (yes the videos do get around)"""	Mon May 25 17:15:05 UTC 2009	2172	souleaterjh	stanford	2	4	2	3	7	0	0	positive	4	-0.1255760193	7	1.5156898508	0	positive	-1	0	0	0	1	0	0	0	0	positive
"#MBA Admissions Tips Stanford GSB Deadlines and Essay Topics 2009-2010 http://tinyurl.com/pet4fd"""	Mon May 25 17:15:18 UTC 2009	2173	MbaAdmission	stanford	0	1	0	0	2	0	0	neutral	0	0	1	0.15625	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"Ethics and nonprofits - http://bit.ly/qsXRp  #stanford #socialentrepreneurship"""	Mon May 25 17:15:35 UTC 2009	2174	narain	stanford	0	1	0	0	1	0	0	neutral	0	0	1	0.125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"LAKERS tonight let's go!!!!"""	Mon May 25 17:16:52 UTC 2009	2175	JuanGir	lakers	1	2	0	0	1	0	0	positive	0	-0.0078125	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"Will the Lakers kick the Nuggets ass tonight?"""	Mon May 25 17:17:10 UTC 2009	2176	Alexi_G	lakers	1	1	0	0	2	1	-4	positive	1	-0.0029907227	1	0.00390625	1	neutral	-1	0	0	0	0	0	1	0	0	neutral
"Oooooooh... North Korea is in troubleeeee! http://bit.ly/19epAH"""	Mon May 25 17:18:49 UTC 2009	2177	one_eighteen	north korea	0	2	0	0	3	0	0	negative	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"Wat the heck is North Korea doing!!??!! They just conducted powerful nuclear tests! Follow the link: http://www.msnbc.msn.com/id/30921379"""	Mon May 25 17:19:07 UTC 2009	2178	FOLKTALE09	north korea	0	2	1	2	3	0	0	negative	2	0	4	0.3839126676	1	neutral	-1	1	1	1	1	0	1	0	1	positive
"Listening to Obama... Friggin North Korea..."""	Mon May 25 17:19:30 UTC 2009	2179	Mvsic	north korea	0	1	0	0	3	0	0	negative	0	0	0	0	1	neutral	-1	0	0	0	0	0	0	0	0	neutral
"I just realized we three monkeys in the white Obama.Biden,Pelosi . Sarah Palin 2012"""	Mon May 25 17:21:16 UTC 2009	2180	CFURNAROS	pelosi	2	1	0	0	3	0	0	negative	2	-0.0313816667	2	0.2976074219	0	neutral	-1	1	1	0	1	0	0	0	0	neutral
"@foxnews Pelosi should stay in China and never come back."""	Mon May 25 17:21:30 UTC 2009	2181	Rachael90210	pelosi	1	1	0	0	1	0	0	negative	1	-0.375	4	0.2420110684	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"Nancy Pelosi gave the worst commencement speech I've ever heard. Yes I'm still bitter about this"""	Mon May 25 17:21:35 UTC 2009	2182	TylerSchmidt	pelosi	6	1	1	1	2	2	-5	negative	1	-0.5147075653	4	0.439453125	2	negative	-3	0	0	0	0	0	0	0	0	negative
"ugh. the amount of times these stupid insects have bitten me. Grr.."""	Mon May 25 17:25:36 UTC 2009	2183	KayJay_x	insects	3	1	0	0	1	1	-2	negative	0	-0.3959379196	1	0.25	2	negative	-3	0	0	0	0	0	0	0	0	negative
"Prettiest insects EVER - Pink Katydids: http://bit.ly/2Upw2p"""	Mon May 25 17:25:54 UTC 2009	2184	BecCrew	insects	1	3	0	0	1	0	0	positive	0	-0.001953125	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"Just got barraged by a horde of insects hungry for my kitchen light. So scary."""	Mon May 25 17:26:30 UTC 2009	2185	euthanasia86	insects	4	1	0	0	3	1	-2	negative	2	-1.25	2	0.1734378616	3	negative	-4	0	1	0	0	0	0	1	0	negative
"Just had McDonalds for dinner. :D It was goooood. Big Mac Meal. ;)"""	Mon May 25 17:29:06 UTC 2009	2187	connlocks	mcdonalds	1	3	1	1	4	0	0	positive	1	-0.0625	2	0.3095321655	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"AHH YES LOL IMA TELL MY HUBBY TO GO GET ME SUM MCDONALDS =]"""	Mon May 25 17:29:11 UTC 2009	2188	MamiYessi	mcdonalds	0	2	2	4	2	0	0	positive	1	0	5	0.5173988929	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"Stopped to have lunch at McDonalds. Chicken Nuggetssss! :) yummmmmy."""	Mon May 25 17:29:46 UTC 2009	2190	Yuleineeee	mcdonalds	2	2	0	0	3	1	-1	positive	0	-0.1713285446	0	0	0	neutral	-1	0	0	1	0	0	0	0	0	positive
"Could go for a lot of McDonalds. i mean A LOT."""	Mon May 25 17:29:51 UTC 2009	2191	XrachulX	mcdonalds	5	1	0	0	0	0	0	positive	0	-0.1875	2	0.126697598	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"my exam went good. @HelloLeonie: your prayers worked (:"""	Mon May 25 17:31:52 UTC 2009	2193	xKimmelie	exam	0	2	1	3	1	0	0	positive	1	0	1	0.7083761115	0	neutral	-1	1	1	0	1	0	0	1	0	positive
"Only one exam left, and i am so happy for it :D"""	Mon May 25 17:31:58 UTC 2009	2194	laulaulauren	exam	5	2	1	3	3	0	0	positive	1	-0.1335449219	2	0.4575195313	0	neutral	-1	1	1	0	1	0	0	0	0	positive
"Math review. Im going to fail the exam."""	Mon May 25 17:32:22 UTC 2009	2195	elllllen	exam	2	1	0	0	2	1	-2	negative	0	-0.5196533203	1	0.0020141602	1	neutral	-2	0	0	0	0	0	0	0	0	negative
"Colin Powell rocked yesterday on CBS. Cheney needs to shut the hell up and go home.Powell is a man of Honor and served our country proudly"""	Mon May 25 17:35:08 UTC 2009	2196	LPSsports43	cheney	3	2	2	4	3	1	-4	negative	1	-0.5234375	7	0.7780762296	1	neutral	-2	0	0	1	1	1	1	0	1	negative
"obviously not siding with Cheney here: http://bit.ly/19j2d"""	Mon May 25 17:35:43 UTC 2009	2197	joahs	cheney	1	1	0	0	2	0	0	negative	0	-0.625	1	0.5	1	neutral	-1	0	0	0	0	0	0	0	0	neutral
"Absolutely hilarious!!! from @mashable:  http://bit.ly/bccWt"""	Tue May 26 22:39:46 UTC 2009	2202	paulobsf	mashable	1	5	1	2	0	0	0	positive	1	-0.25	1	0.5	0	neutral	-1	1	0	0	0	0	0	1	0	positive
"@mashable I never did thank you for including me in your Top 100 Twitter Authors! You Rock! (&amp; I New Wave :-D) http://bit.ly/EOrFV"""	Tue May 26 22:40:41 UTC 2009	2203	christinerose	mashable	4	3	2	4	5	0	0	positive	2	-0.4375038147	3	0.0841064453	0	neutral	-1	0	1	0	1	0	0	0	0	positive
"Learning jQuery 1.3 Book Review - http://cfbloggers.org/?c=30629"""	Wed May 27 00:34:45 UTC 2009	2204	cfbloggers	jquery book	0	1	0	0	1	0	0	neutral	1	0	3	0.1973266602	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"RT @shrop: Awesome JQuery reference book for Coda! http://www.macpeeps.com/coda/ #webdesign"""	Wed May 27 00:37:30 UTC 2009	2205	pdelsignore	jquery book	0	3	1	4	2	0	0	positive	1	0	2	0.7578125	0	positive	-1	0	0	0	0	0	0	0	0	positive
"I've been sending e-mails like crazy today to my contacts...does anyone have a contact at Goodby SIlverstein...I'd love to speak to them"""	Wed May 27 00:38:44 UTC 2009	2206	bskatz	goodby silverstein	5	3	2	5	3	1	-2	positive	2	-0.6361722946	4	0.6109619141	1	neutral	-1	1	0	1	0	1	1	0	0	positive
"Adobe CS4 commercial by Goodby Silverstein: http://bit.ly/1aikhF"""	Wed May 27 00:39:05 UTC 2009	2207	sc0ttman	goodby silverstein	2	1	0	0	2	0	0	neutral	0	-0.34375	1	0.0625	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"Goodby, Silverstein's new site... http://www.goodbysilverstein.com/ I enjoy it."""	Wed May 27 00:39:17 UTC 2009	2208	designplay	goodby silverstein	1	3	1	2	4	0	0	positive	1	-0.03125	2	0.4508056641	0	neutral	-1	1	1	0	1	0	0	0	0	positive
"Wow everyone at the Google I/O conference got free G2's with a month of unlimited service"""	Wed May 27 23:49:35 UTC 2009	2220	Drisgill	g2	4	3	2	5	3	0	0	positive	3	-0.46875	2	0.1647715569	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"@vkerkez dood I got a free google android phone at the I/O conference. The G2!"""	Wed May 27 23:50:26 UTC 2009	2221	DearJellyHiJely	g2	4	2	1	1	3	0	0	positive	1	-0.3125	1	0.0397715569	0	positive	-1	0	0	0	0	0	0	0	0	positive
"@Orli the G2 is amazing btw, a HUGE improvement over the G1"""	Wed May 27 23:50:48 UTC 2009	2222	itamarw	g2	2	3	3	7	0	0	0	positive	2	-0.1875	3	0.787109375	0	positive	-1	1	0	0	1	0	0	0	0	positive
"HTML 5 Demos! Lots of great stuff to come! Yes, I'm excited. :) http://htmlfive.appspot.com #io2009 #googleio"""	Wed May 27 23:56:46 UTC 2009	2223	daynah	googleio	1	3	3	7	3	0	0	positive	3	-0.03125	5	0.4410009384	0	positive	-1	1	1	0	1	0	0	1	0	positive
"@googleio http://twitpic.com/62shi - Yay! Happy place! Place place!  I love Google!"""	Wed May 27 23:56:53 UTC 2009	2224	jackdaniels08	googleio	2	3	2	6	1	0	0	positive	2	-0.09375	5	0.8059606545	0	positive	-1	2	1	0	1	0	0	0	0	positive
"#GoogleIO | O3D - Bringing 3d graphics to the browser. Very nice tbh. Funfun."""	Wed May 27 23:57:02 UTC 2009	2225	alpheus1	googleio	1	3	1	3	3	0	0	positive	1	-0.25	2	0.61328125	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"Awesome viral marketing for """"Funny People"""" http://www.nbc.com/yo-teach/"""	Sun May 31 06:51:32 UTC 2009	2295	joshgammon	viral marketing	1	3	2	8	3	0	0	positive	2	-0.203125	1	0.75	0	positive	-1	0	0	0	0	0	0	0	0	positive
"Watching a programme about the life of Hitler, its only enhancing my geekiness of history."""	Sun May 31 06:54:34 UTC 2009	2296	KatyWheatley1	hitler	2	1	0	0	4	0	0	neutral	0	-0.0703125	2	0.0019836426	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"saw night at the museum out of sheer desperation. who is funding these movies?"""	Tue Jun 02 02:54:08 UTC 2009	2355	TiffanyBakker	"night at the museum"""""	4	1	0	0	5	0	0	negative	0	-0.2953529358	0	0	2	neutral	-3	0	0	0	0	0	0	0	0	negative
"Night At The Museum 2? Pretty furkin good."""	Tue Jun 02 02:54:11 UTC 2009	2356	kezzumz	"night at the museum"""""	2	3	2	4	3	0	0	positive	2	-0.0966796875	1	0.7083761115	0	neutral	-1	2	2	0	2	0	0	1	0	positive
"Watching Night at the Museum - giggling."""	Tue Jun 02 02:54:14 UTC 2009	2357	bodhibuggy	"night at the museum"""""	1	3	0	0	3	0	0	positive	0	-0.0029296875	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"@pambeeslyjenna Jenna, I went to see Night At The Museum 2 today and I was so surprised to see three cast members from The Office..."""	Tue Jun 02 02:54:29 UTC 2009	2358	HistoryLuV3R	"night at the museum"""""	5	1	0	0	6	0	0	neutral	0	-0.2216796875	3	0.0811779499	0	positive	-1	0	0	0	0	0	0	1	0	neutral
"About to watch Night at the Museum with Ryan and Stacy"""	Tue Jun 02 02:54:42 UTC 2009	2359	ErcDrso	"night at the museum"""""	1	1	0	0	2	0	0	neutral	0	-0.0029296875	2	0.2900390625	0	neutral	-1	0	1	1	0	0	0	0	0	neutral
"Getting ready to go watch Night at the Museum 2.  Dum dum, you give me gum gum!"""	Tue Jun 02 02:54:49 UTC 2009	2360	aykataoka	"night at the museum"""""	4	2	0	0	6	0	0	neutral	1	-0.3324583826	2	0.2888184171	0	positive	-1	0	2	1	0	0	0	0	0	positive
"Back from seeing 'Star Trek' and 'Night at the Museum.' 'Star Trek' was amazing, but 'Night at the Museum' was; eh."""	Tue Jun 02 02:55:06 UTC 2009	2361	Bcapote	"night at the museum"""""	3	3	1	4	5	0	0	negative	2	-0.21875	2	0.6723632794	0	positive	-1	0	0	0	0	0	0	0	0	positive
"just watched night at the museum 2! so stinkin cute!"""	Tue Jun 02 02:55:31 UTC 2009	2362	crikket_churps	"night at the museum"""""	1	3	1	2	4	0	0	positive	2	-0.0029296875	2	0.7351074219	0	positive	-3	0	0	0	0	0	0	0	0	negative
"So, Night at the Museum 2 was AWESOME! Much better than part 1. Next weekend we'll see Up."""	Tue Jun 02 02:55:50 UTC 2009	2363	tish_tish	"night at the museum"""""	3	4	2	6	6	0	0	positive	2	-0.1591796875	5	1.6293035746	0	positive	-1	0	0	0	0	0	0	0	0	positive
"I think I may have a new favorite restaurant. On our way to see """"Night at the Museum 2""""."""	Tue Jun 02 02:56:13 UTC 2009	2364	Lilimich	"night at the museum"""""	5	2	1	2	5	0	0	neutral	1	-0.2523832321	6	0.2341924906	0	positive	-1	1	0	0	1	0	0	0	0	positive
"UP! was sold out, so i'm seeing Night At The Museum 2. I'm __ years old."""	Tue Jun 02 02:56:31 UTC 2009	2365	stealing_second	"night at the museum"""""	5	2	0	0	5	0	0	neutral	0	-0.1615638733	3	0.470703125	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"saw the new Night at the Museum and i loved it. Next is to go see UP in 3D"""	Tue Jun 02 02:56:44 UTC 2009	2366	Pas_de_Cheval	"night at the museum"""""	3	4	1	3	6	0	0	positive	0	-0.0654296875	5	0.6317755561	0	positive	-1	0	0	0	0	0	0	0	0	positive
"It is a shame about GM. What if they are forced to make only cars the White House THINKS will sell? What do you think?"""	Tue Jun 02 03:00:28 UTC 2009	2367	lloydnelson	gm	6	1	0	0	4	2	-3	negative	2	-0.7481442094	5	0.3492431939	1	neutral	-3	1	1	2	1	1	0	0	1	negative
"As u may have noticed, not too happy about the GM situation, nor AIG, Lehman, et al"""	Tue Jun 02 03:00:40 UTC 2009	2368	overthrow	gm	5	2	1	3	4	0	0	negative	1	-0.9994535446	3	0.580078125	1	neutral	-1	1	1	0	1	0	0	0	0	positive
"Obama: Nationalization of GM to be short-term   (AP) http://tinyurl.com/md347r"""	Tue Jun 02 03:00:51 UTC 2009	2369	economywire	gm	0	1	0	0	3	0	0	neutral	0	0	1	1.220703125E-4	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"@Pittstock $GM good riddance.  sad though."""	Tue Jun 02 03:02:00 UTC 2009	2370	tradecruz	gm	1	2	1	3	3	1	-2	negative	1	-0.53125	1	0.7083761115	1	negative	-4	1	1	0	1	0	0	1	0	negative
"I Will NEVER Buy a Government Motors Vehicle: Until just recently, I drove GM cars. Since 1988, when I bought a .. http://tinyurl.com/lulsw8"""	Tue Jun 02 03:02:34 UTC 2009	2371	ZendoDeb	gm	6	1	0	0	4	0	0	negative	2	-0.59375	4	0.5085449219	0	neutral	-1	0	0	1	0	0	0	0	0	neutral
"Having the old Coca-Cola guy on the GM board is stupid has heck! #tcot #ala"""	Tue Jun 02 03:04:22 UTC 2009	2372	rbmshow	gm	1	2	0	0	3	1	-2	negative	0	-0.265625	3	0.1357421875	2	neutral	-2	0	1	0	0	0	0	0	0	negative
"#RantsAndRaves The worst thing about GM (concord / pleasant hill / martinez): is the fucking UAW. ..   http://buzzup.com/4ueb"""	Tue Jun 02 03:04:35 UTC 2009	2373	Ash_Craigslist	gm	2	3	1	3	2	2	-7	negative	1	-0.2939453125	4	0.6618652344	1	neutral	-3	1	1	0	2	0	0	1	0	negative
"Give a man a fish, u feed him for the day. Teach him to fish, u feed him for life. Buy him GM, and u F**K him over for good."""	Tue Jun 02 03:04:45 UTC 2009	2374	BarackProblema	gm	5	2	1	3	4	0	0	negative	1	-0.3910521326	9	1.6571370978	0	neutral	-1	2	1	0	2	0	0	2	0	positive
"The more I hear about this GM thing the more angry I get. Billions wasted, more bullshit. All for something like 40k employees and all the.."""	Tue Jun 02 03:05:18 UTC 2009	2375	ericdano	gm	6	2	1	2	5	3	-9	negative	1	-1.1572265625	5	0.883365632	1	neutral	-4	0	0	0	0	0	2	0	2	negative
"@QuantTrader i own a GM car and it is junk as far as quality compared to a honda"""	Tue Jun 02 03:05:50 UTC 2009	2376	tradecruz	gm	5	1	0	0	4	0	0	negative	0	-0.28125	3	0.3569335938	1	neutral	-1	0	0	0	0	0	0	0	0	neutral
"sad day...bankrupt GM"""	Tue Jun 02 03:06:40 UTC 2009	2377	ktsophie	gm	1	1	0	0	1	1	-2	negative	0	-0.53125	0	0	1	negative	-4	0	0	0	0	0	0	0	0	negative
"is upset about the whole GM thing. life as i know it is so screwed up"""	Tue Jun 02 03:06:45 UTC 2009	2378	nicolemg415	gm	4	1	0	0	3	2	-4	negative	0	-0.1845569611	5	0.4031677246	1	negative	-3	0	0	0	0	1	2	0	0	negative
"whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out shitty cable svcs"""	Tue Jun 02 03:14:21 UTC 2009	2379	ProofofVenom	time warner	5	1	0	0	6	1	-3	negative	1	-1.4398841858	5	0.4049072266	0	negative	-4	0	1	0	0	0	0	1	0	negative
"Time Warner CEO hints at online fees for magazines      (AP) - Read from Mountain View,United States. Views 16209 http://bit.ly/UdFCH"""	Tue Jun 02 03:14:32 UTC 2009	2380	flywire	time warner	0	1	0	0	5	0	0	neutral	0	0	2	0.0064697266	0	neutral	-1	0	2	0	0	0	0	0	0	neutral
"#WFTB Joining a bit late. My connection was down (boo time warner)"""	Tue Jun 02 03:15:18 UTC 2009	2381	batchoutlost	time warner	5	1	0	0	2	0	0	negative	0	-0.1893310547	2	0.0497756153	1	negative	-1	0	1	0	0	1	0	0	0	neutral
"Cox or Time Warner?  Cox is cheaper and gets a B on dslreports.  TW is more expensive and gets a C."""	Tue Jun 02 03:15:32 UTC 2009	2382	floatingatoll	time warner	2	1	0	0	7	0	0	negative	0	-0.125	3	0.5373535156	1	neutral	-1	0	1	0	0	0	0	0	0	neutral
"i am furious with time warner and their phone promotions!"""	Tue Jun 02 03:15:52 UTC 2009	2383	kippy2	time warner	4	2	0	0	1	1	-3	negative	0	-0.25	1	0.0061035156	1	neutral	-4	0	1	0	0	0	1	0	1	negative
"Just got home from chick-fil-a with the boys. Damn my internets down =( stupid time warner"""	Tue Jun 02 03:16:23 UTC 2009	2384	iamtony	time warner	2	1	0	0	1	2	-6	negative	1	-0.515625	4	0.2262892872	3	negative	-2	0	1	0	0	0	1	0	1	negative
"could time-warner cable suck more?  NO."""	Tue Jun 02 03:16:42 UTC 2009	2385	dcwhip	time warner	1	1	0	0	2	2	-4	negative	0	-0.1484375	1	0.015625	0	negative	-2	0	0	0	0	0	0	1	0	negative
"Pissed at Time Warner for causin me to have slow internet problems"""	Tue Jun 02 03:17:03 UTC 2009	2386	JustGLB	time warner	3	1	0	0	4	2	-6	negative	0	-0.5040922165	1	0.0061035156	2	negative	-3	0	1	0	0	0	0	0	0	negative
"@sportsguy33 Ummm, having some Time Warner problems?"""	Tue Jun 02 03:18:04 UTC 2009	2387	chaneykyoto	time warner	0	2	0	0	1	1	-2	negative	0	0	2	0.1701660156	1	neutral	-2	0	1	0	0	0	0	0	0	negative
"You guys see this?  Why does Time Warner have to suck so much ass?  Really wish I could get U-Verse at my apartment. http://bit.ly/s594j"""	Tue Jun 02 03:18:49 UTC 2009	2388	ldmullen	time warner	3	1	1	1	6	2	-7	negative	1	-0.2138090134	6	0.7010542163	0	negative	-2	0	1	0	0	0	0	0	0	negative
"RT @sportsguy33 The upside to Time Warner: unhelpful phone operators   superslow on-site service. Crap, that's not an upside."""	Tue Jun 02 03:22:08 UTC 2009	2389	JohnTurlington	time warner	6	1	0	0	4	1	-3	negative	2	-1.25	1	0.0061035156	0	neutral	-3	0	1	0	0	0	0	0	1	negative
"RT @sportsguy33: New Time Warner slogan: """"Time Warner, where we make you long for the days before cable."""""""	Tue Jun 02 03:22:19 UTC 2009	2390	johnscleary	time warner	1	1	0	0	6	0	0	negative	0	-0.0155029297	4	0.3302002252	1	neutral	-1	0	3	0	0	0	0	1	0	neutral
"confirmed: it's Time Warner's fault, not Facebook's, that fb is taking about 3 minutes to load. so tempted to switch to verizon =/"""	Tue Jun 02 03:23:36 UTC 2009	2391	ecormany	time warner	4	1	0	0	6	0	0	negative	0	-0.8941650391	3	0.3205566406	1	negative	-2	0	1	0	1	1	0	0	0	negative
"@sportsguy33 Time Warner = epic fail"""	Tue Jun 02 03:24:00 UTC 2009	2392	matsonj	time warner	1	1	0	0	2	1	-2	negative	1	-0.3321533203	1	0.0061035156	1	neutral	-2	0	1	0	0	0	0	0	0	negative
"Lawson to head Newedge Hong Kong http://bit.ly/xLQSD #business #china"""	Tue Jun 02 03:24:45 UTC 2009	2393	YildirimNews	china	0	1	0	0	0	0	0	neutral	0	0	3	0.078124974	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"Weird Piano Guitar House in China! http://u2s.me/72i8"""	Tue Jun 02 03:24:59 UTC 2009	2394	zedomax	china	2	2	0	0	3	1	-2	neutral	0	-0.15625	1	0.0625	1	neutral	-2	0	0	0	0	0	0	0	1	negative
"Send us your GM/Chevy photos http://tinyurl.com/luzkpq"""	Tue Jun 02 03:27:19 UTC 2009	2395	theprovince	gm	0	1	0	0	1	0	0	neutral	0	0	1	0.125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
"I know. How sad is that?  RT @caseymercier: 1st day of hurricane season. That's less scarey than govt taking over GM."""	Tue Jun 02 03:27:34 UTC 2009	2396	PeteHall	gm	4	1	0	0	4	1	-2	negative	0	-1.421875	4	0.4627075195	2	negative	-4	0	0	1	0	0	0	0	0	negative
"GM files Bankruptcy, not a good sign..."""	Tue Jun 02 03:27:52 UTC 2009	2397	ram_zone	gm	3	2	1	3	1	0	0	negative	1	-0.84375	2	0.7087425608	0	neutral	-1	1	1	1	1	1	1	1	1	positive
"yankees won mets lost. its a good day."""	Tue Jun 02 03:28:41 UTC 2009	2398	irishyanks	yankees	3	2	2	6	0	1	-3	positive	1	-0.3015136719	2	0.771852674	1	neutral	-1	1	1	0	1	1	0	1	0	positive
"My dentist appt today was actually quite enjoyable."""	Tue Jun 02 03:29:47 UTC 2009	2399	Erinthebigsis	dentist	0	3	0	0	1	0	0	positive	1	0	4	0.59375	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"I hate the effing dentist."""	Tue Jun 02 03:32:10 UTC 2009	2400	cassieeeelove	dentist	2	1	0	0	1	1	-3	negative	0	-0.53125	0	0	1	negative	-4	0	0	1	0	1	1	0	1	negative
"@stevemoakler i had a dentist appt this morning and had the same conversation!"""	Tue Jun 02 03:32:28 UTC 2009	2401	johnnyt183	dentist	3	2	0	0	3	0	0	neutral	0	-0.09765625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	positive
"@kirstiealley I hate going to the dentist.. !!!"""	Tue Jun 02 03:33:25 UTC 2009	2402	b_bassi	dentist	3	2	0	0	1	1	-3	negative	0	-0.71875	0	0	1	negative	-4	0	0	1	0	1	1	0	1	negative
"i hate the dentist....who invented them anyways?"""	Tue Jun 02 03:34:23 UTC 2009	2403	cmg11	dentist	2	1	0	0	1	1	-3	negative	0	-0.53125	0	0	1	negative	-4	0	0	1	0	1	1	0	1	negative
